,Collection_Name,Category_Art,Category_Collectibles,Category_Domain Names,Category_Music,Category_Photography,Category_Sports,Category_Trading Cards,Category_Utility,Category_Virtual Worlds,Items,Owners,Floor_Price,Twitter_Page_Followers,Twitter_Page_Following,Twitter_Page_Is_Verified,Twitter_Page_Creation_Date,Max_Twitter_Retweets,Max_Twitter_Replies,Max_Twitter_Likes,Max_Twitter_Quotes,Collection_Creation_Date,Collection_30_Day_Volume,Collection_Listing_Status,Collection_Traits_count
668,Book page art by Pavel Kuragin. First edition.,1,0,0,0,0,0,0,0,0,168,12.0,0.005,1141.0,526.0,False,03/31/2009,5,3,19,2,2021-10-18,0.002,not_requested,0.0
669,Bookie Art Therapy,1,0,0,0,0,0,0,0,0,11,10.0,0.08,6286.0,2108.0,False,09/07/2021,28,10,101,6,2021-10-10,0.08,not_requested,0.0
670,Boomboxheads Legends,0,1,0,0,0,0,0,0,0,252,70.0,0.269,1854.0,1495.0,False,03/18/2016,24,12,76,9,2021-07-26,0.905,approved,86.0
671,Boopalicious,0,1,0,0,0,0,0,0,0,25,2.0,0.01,99.0,548.0,False,10/11/2021,2,4,11,5,2021-09-22,0.015,not_requested,0.0
672,Booty Sandwich,1,0,0,0,0,0,0,0,0,7,5.0,0.7,27831.0,939.0,False,10/14/2017,525,111,667,16,2021-11-19,2.3,not_requested,0.0
673,BoozyMonsters,1,0,0,0,0,0,0,0,0,125,18.0,0.05,290.0,728.0,False,10/25/2021,33,42,44,5,2021-11-02,0.006,not_requested,0.0
674,Borderland.,1,0,0,0,0,0,0,0,0,14,2.0,0.01,623.0,288.0,False,11/28/2021,2,2,7,0,2021-12-05,0.08,not_requested,0.0
675,Boreal Dreams,0,0,0,0,1,0,0,0,0,10,3.0,0.1,1055.0,768.0,False,03/04/2020,28,10,150,3,2021-09-27,0.1,not_requested,0.0
676,Bored Alien Mars Club,0,1,0,0,0,0,0,0,0,1100,177.0,0.01,329.0,162.0,False,01/26/2021,100,117,94,4,2021-05-30,0.046,approved,76.0
677,Bored Ape Adidas,0,1,0,0,0,0,0,0,0,19,46.0,0.004,4086796.0,177.0,True,05/17/2011,1887,541,21371,182,2021-12-05,0.7084000000000003,not_requested,0.0
678,Bored Ape Ansi Club,0,1,0,0,0,0,0,0,0,5,2.0,0.005,72.0,113.0,False,11/27/2021,3,1,14,4,2021-11-28,0.01,not_requested,0.0
679,Bored Ape Board Club,0,1,0,0,0,0,0,0,0,150,25.0,0.01,9536.0,128.0,False,10/19/2021,520,532,519,16,2021-11-22,0.1349999999999999,not_requested,0.0
680,Bored Ape Club 4D (Official),0,1,0,0,0,0,0,0,0,510,41.0,0.03,9.0,19.0,False,11/16/2021,1,0,2,0,2021-10-29,0.8659500000000004,not_requested,82.0
681,Bored Ape Comic,0,1,0,0,0,0,0,0,0,10000,2700.0,0.039,8400.0,1771.0,False,06/25/2021,65,45,158,12,2021-07-20,24.809291100000014,approved,0.0
682,Bored Ape Comic PRE SALE OFFICIAL SEASON PASS,1,0,0,0,0,0,0,0,0,1,322.0,0.3,8400.0,1771.0,False,06/25/2021,65,45,158,12,2021-07-15,9.945499,approved,0.0
683,Bored Ape Crypto Paintings,0,1,0,0,0,0,0,0,0,550,65.0,0.02,10104.0,46.0,False,10/25/2021,683,716,726,17,2021-12-15,2.864999999999995,not_requested,0.0
684,Bored Ape Degenerates Club,0,1,0,0,0,0,0,0,0,21,18.0,0.99,44533.0,3570.0,False,10/05/2014,50,25,269,6,2021-05-03,1.55,approved,109.0
685,Bored Ape Lab (TAYC),1,0,0,0,0,0,0,0,0,52,4.0,0.3,4348.0,1408.0,False,07/21/2011,1,1,7,0,2021-09-14,1.5,not_requested,53.0
686,Bored Ape Ladies Collective,1,0,0,0,0,0,0,0,0,51,223.0,0.08,4823.0,869.0,False,05/02/2021,52,47,123,17,2021-10-14,16.591000000000005,approved,175.0
687,Bored Ape LaserEyes Club,0,1,0,0,0,0,0,0,0,1000,62.0,0.05,1881.0,1283.0,False,02/24/2021,39,22,51,3,2021-11-11,2.0827,not_requested,190.0
688,Bored Ape Mining Club,0,1,0,0,0,0,0,0,0,1100,414.0,0.009,1523.0,2.0,False,11/19/2021,53,21,54,3,2021-11-16,1.07009521,not_requested,132.0
689,Bored Ape Motion Club by sophie 1337,1,0,0,0,0,0,0,0,0,33,12.0,0.134,787.0,486.0,False,01/16/2011,19,22,103,4,2021-11-02,0.9511,not_requested,75.0
690,Bored Ape Not Club,0,1,0,0,0,0,0,0,0,83,163.0,0.17,1816.0,2827.0,False,05/13/2021,202,197,273,6,2021-05-13,25.13878868125,not_requested,0.0
691,Bored Ape Paint Art,1,0,0,0,0,0,0,0,0,102,914.0,0.002,1313.0,12.0,False,11/08/2021,189,217,225,9,2021-09-26,0.2574080000000001,not_requested,0.0
692,Bored Ape Paint Art Cards,0,0,0,0,0,0,1,0,0,99,11.0,1.0,1313.0,12.0,False,11/08/2021,189,217,225,9,2021-12-12,0.0639359999999999,not_requested,10.0
693,Bored Ape Picasso Party,0,1,0,0,0,0,0,0,0,1000,41.0,0.01,2979.0,1765.0,False,08/27/2021,53,214,155,2,2021-11-28,0.5900000000000001,not_requested,0.0
694,Bored Ape Pixel Party,0,1,0,0,0,0,0,0,0,1000,348.0,0.011,476.0,232.0,False,11/13/2021,68,60,94,6,2021-11-10,1.8271199999999983,not_requested,89.0
695,Bored Ape Remix Club - by Dario De Siena,1,0,0,0,0,0,0,0,0,80,270.0,0.105,34074.0,2184.0,False,09/04/2014,25,69,134,2,2021-05-01,2.720700000000001,approved,44.0
696,Bored Ape Salon,1,0,0,0,0,0,0,0,0,115,82.0,0.07,1793.0,872.0,False,06/25/2021,19,7,109,6,2021-06-29,0.7000000000000002,not_requested,54.0
697,Bored Ape Seeks Yacht Club #0,0,1,0,0,0,0,0,0,0,5600,1200.0,0.001,5022.0,153.0,False,07/12/2021,59,52,79,10,2021-08-14,0.2622,not_requested,11.0
698,Bored Ape Winter Special,0,1,0,0,0,0,0,0,0,690,5.0,0.007,1348.0,1215.0,False,08/11/2021,6,1,9,2,2021-10-03,0.014,not_requested,0.0
699,Bored Ape Yacht Club,1,1,0,0,0,0,0,0,0,10000,6100.0,77.77,491336.0,5138.0,True,04/12/2021,900,365,3431,157,2021-04-22,61469.00058706184,verified,168.0
700,Bored Ape Yacht Club Co11ection,1,0,0,0,0,0,0,0,0,309,7.0,0.08,491336.0,5138.0,True,04/12/2021,900,365,3431,157,2021-09-10,0.22,not_requested,393.0
701,Bored Ape Yacht Express (BAYEX) - Timeless8 x Etherist,1,0,0,0,0,0,0,0,0,154,70.0,0.06,995.0,2447.0,False,07/12/2021,24,21,40,4,2021-07-11,0.6,not_requested,129.0
702,Bored Apes Derivatives,1,0,0,0,0,0,0,0,0,1400,2500.0,0.009,1013.0,384.0,False,10/06/2021,6,4,50,0,2021-10-25,0.3073829999999999,not_requested,0.0
703,Bored Aztec Apes,0,1,0,0,0,0,0,0,0,20,123.0,0.15,3361.0,2682.0,False,04/09/2017,6,84,35,1,2021-08-10,2.021,approved,7.0
704,Bored Baboon,1,0,0,0,0,0,0,0,0,115,32.0,0.01,138.0,308.0,False,10/24/2021,5,4,20,5,2021-10-30,0.1175,not_requested,306.0
705,Bored Baby Musk,0,1,0,0,0,0,0,0,0,61,31.0,0.005,580.0,70.0,False,08/21/2019,9,6,14,5,2021-12-05,0.3672000000000003,not_requested,106.0
706,Bored Banana Club,0,1,0,0,0,0,0,0,0,290,54.0,0.01,496.0,1191.0,False,06/27/2021,42,40,133,2,2021-06-28,0.045,not_requested,117.0
707,Bored Bananas,0,1,0,0,0,0,0,0,0,4000,1800.0,0.03,469.0,923.0,False,05/17/2021,9,5,36,1,2021-06-23,10.472065796763385,verified,232.0
708,Bored Bananas Polygon,0,1,0,0,0,0,0,0,0,5000,113.0,0.001,2465.0,996.0,False,11/23/2021,181,212,193,8,2021-11-28,0.225991,not_requested,0.0
709,Bored Bigfoot Billionaires,0,1,0,0,0,0,0,0,0,3300,1500.0,0.079,5949.0,0.0,False,11/15/2021,627,469,735,34,2021-12-10,113.40467945151542,approved,118.0
710,Bored Boy,0,1,0,0,0,0,0,0,0,231,88.0,0.2,4652.0,661.0,False,07/21/2021,7,9,35,3,2021-07-21,9.003900000000003,not_requested,4.0
711,Bored Bud Bong Club,1,0,0,0,0,0,0,0,0,420,7.0,0.025,3.0,0.0,False,12/26/2021,0,0,1,0,2021-09-07,0.125,not_requested,61.0
712,Bored Cat Club,0,1,0,0,0,0,0,0,0,10000,2800.0,0.004,2727.0,1246.0,False,10/02/2021,185,78,220,9,2021-09-11,4.848187885348768,approved,210.0
713,Bored Chipmunks,0,1,0,0,0,0,0,0,0,1000,91.0,0.001,470.0,133.0,False,11/18/2021,19,16,24,4,2021-12-05,0.2567638614100002,not_requested,67.0
714,Bored Cyclops YC,0,1,0,0,0,0,0,0,0,505,47.0,0.001,838.0,242.0,False,09/30/2021,181,184,189,3,2021-10-04,0.0009,not_requested,0.0
715,Bored Doggy Club,1,0,0,0,0,0,0,0,0,122,46.0,0.003,571.0,1300.0,False,09/18/2021,27,33,34,9,2021-12-04,0.0496,not_requested,213.0
716,Bored Doodle NFT,0,1,0,0,0,0,0,0,0,41,21.0,0.002,153.0,338.0,False,11/03/2019,1,1,4,1,2021-12-10,0.1486,not_requested,0.0
717,Bored Elon x Bull Punk: Future of Mars,0,1,0,0,0,0,0,0,0,101,63.0,0.3,1554.0,40.0,False,02/20/2021,3,3,8,2,2021-03-10,1.97,verified,16.0
718,Bored Friends by Bored Boy,0,1,0,0,0,0,0,0,0,111,49.0,0.01,4652.0,661.0,False,07/21/2021,7,9,35,3,2021-09-21,0.5135000000000002,not_requested,1.0
719,Bored Gator Club,1,0,0,0,0,0,0,0,0,171,37.0,0.003,16.0,12.0,False,12/08/2021,0,1,4,2,2021-11-17,0.2938000000000001,not_requested,20.0
720,Bored Gentlemen,0,1,0,0,0,0,0,0,0,10,310.0,0.009,52120.0,3534.0,False,05/23/2021,17,80,171,2,2021-06-17,0.1396,not_requested,0.0
721,Bored Girls Club,1,0,0,0,0,0,0,0,0,42,25.0,0.045,8279.0,1607.0,False,06/17/2021,9,24,160,1,2021-09-29,0.3899999999999999,not_requested,17.0
722,Bored Girra Club,0,1,0,0,0,0,0,0,0,2700,62.0,0.005,68.0,127.0,False,12/09/2021,13,16,21,1,2021-12-07,0.3869,not_requested,36.0
723,Bored Gorilla Crypto Gang,0,1,0,0,0,0,0,0,0,82,14.0,0.01,222.0,449.0,False,10/17/2021,2,1,2,1,2021-10-29,0.03,not_requested,176.0
724,Bored Grim Reaper Crew,0,1,0,0,0,0,0,0,0,100,3.0,0.025,383.0,520.0,False,05/21/2017,18,20,21,3,2021-12-02,0.04,not_requested,77.0
725,Bored Gutter Apes,0,1,0,0,0,0,0,0,0,50,48.0,3.5,4104.0,2702.0,False,01/01/2018,14,17,116,2,2021-05-24,12.7,approved,125.0
726,Bored Gutter Apes Gen 2,0,1,0,0,0,0,0,0,0,176,140.0,0.8,31305.0,7623.0,False,06/10/2007,39,16,52,1,2021-11-30,111.48296262619984,approved,141.0
727,Bored Hasbi Club,1,0,0,0,0,0,0,0,0,135,72.0,0.06,8359.0,126.0,False,11/19/2021,3096,447,975,7,2021-11-11,3.2840000000000007,not_requested,25.0
728,Bored Mafia Club NFT,1,0,0,0,0,0,0,0,0,36,2.0,0.075,15274.0,260.0,False,07/01/2015,247,90,246,4,2021-11-06,0.075,not_requested,0.0
729,Bored Monkey Yaht Club,0,1,0,0,0,0,0,0,0,27400,5.0,0.07,491338.0,5138.0,True,04/12/2021,900,366,3431,157,2021-12-06,0.14,not_requested,0.0
730,Bored Monkey Yat Club,0,1,0,0,0,0,0,0,0,31700,12.0,0.007,491338.0,5138.0,True,04/12/2021,900,366,3431,157,2021-12-11,0.133,not_requested,0.0
731,Bored Monkeys Yact Club,0,1,0,0,0,0,0,0,0,52200,28.0,0.007,491338.0,5138.0,True,04/12/2021,900,366,3431,157,2021-11-03,0.147,not_requested,0.0
732,Bored Monkeys Yaht Club,0,1,0,0,0,0,0,0,0,49800,35.0,0.005,491338.0,5138.0,True,04/12/2021,900,366,3431,157,2021-12-07,0.2940000000000001,not_requested,0.0
733,Bored Monster Kids,1,0,0,0,0,0,0,0,0,2600,2.0,0.043,902.0,2769.0,False,11/05/2021,7,4,20,2,2021-12-05,0.043,not_requested,179.0
734,Bored Mummy Baby Waking Up,0,1,0,0,0,0,0,0,0,3900,2600.0,0.09,16100.0,8071.0,False,07/26/2021,368,353,436,22,2021-08-27,36.08793980000005,verified,79.0
735,Bored Mummy Waking Up,0,1,0,0,0,0,0,0,0,8900,3700.0,0.139,16100.0,8071.0,False,07/26/2021,368,353,436,22,2021-08-08,91.60029589100006,verified,184.0
736,Bored Noun Gang,0,1,0,0,0,0,0,0,0,201,22.0,0.004,29.0,45.0,False,12/03/2021,3,2,16,1,2021-11-23,0.1653,not_requested,0.0
737,Bored Octopi,0,1,0,0,0,0,0,0,0,50,13.0,0.001,153.0,2.0,False,08/28/2021,0,3,3,1,2021-08-27,0.012,not_requested,30.0
738,Bored Orc Crypto Club,0,1,0,0,0,0,0,0,0,2200,539.0,0.001,2301.0,157.0,False,11/28/2021,191,213,223,7,2021-11-28,0.0976379999999999,not_requested,128.0
739,Bored Pugs,1,0,0,0,0,0,0,0,0,159,81.0,0.03,504.0,20.0,False,09/06/2021,18,6,44,2,2021-09-04,0.645,not_requested,48.0
740,Bored Punk Pioneers,0,1,0,0,0,0,0,0,0,120,80.0,0.1,5090.0,13.0,False,09/14/2021,327,200,787,114,2021-09-17,2.16,not_requested,0.0
741,Bored Punk Yacht Club,0,1,0,0,0,0,0,0,0,812,356.0,0.2,3675.0,689.0,False,06/01/2021,124,31,176,34,2021-08-09,3.99,not_requested,121.0
742,Bored Punks of Society,0,1,0,0,0,0,0,0,0,2800,1300.0,0.012,5090.0,13.0,False,09/14/2021,327,200,787,114,2021-12-07,90.91964767910432,not_requested,310.0
743,Bored Starry Night Anime Club,1,0,0,0,0,0,0,0,0,26,556.0,0.001,1272.0,2286.0,False,05/03/2014,1,6,5,1,2021-09-21,0.002523,not_requested,0.0
744,Bored Starry Night Club,1,0,0,0,0,0,0,0,0,93,665.0,0.001,1272.0,2286.0,False,05/03/2014,1,6,5,1,2021-09-04,0.044875,not_requested,0.0
745,Bored Starry Night Marvel Club,1,0,0,0,0,0,0,0,0,11,145.0,0.005,1272.0,2286.0,False,05/03/2014,1,6,5,1,2021-11-02,0.005,not_requested,0.0
746,Bored Starry Night Pokemon Club,1,0,0,0,0,0,0,0,0,156,2900.0,0.001,1272.0,2286.0,False,05/03/2014,1,6,5,1,2021-09-13,0.1472055999999999,not_requested,6.0
747,Bored Starry Night Samurai Club,1,0,0,0,0,0,0,0,0,49,1800.0,0.002,1272.0,2286.0,False,05/03/2014,1,6,5,1,2021-09-11,0.08511,not_requested,0.0
748,Bored Vikings,0,1,0,0,0,0,0,0,0,89,45.0,0.006,204.0,1443.0,False,12/10/2021,17,18,22,2,2021-12-11,0.6689000000000004,not_requested,72.0
749,Boring Bananas Co.,0,1,0,0,0,0,0,0,0,8900,2200.0,0.01,6658.0,1.0,False,06/18/2021,22,25,55,4,2021-06-29,1.1884900000000005,verified,130.0
750,Boring Non Fungible Tokens,0,0,0,0,0,0,0,1,0,5,1200.0,0.001,1639.0,42.0,False,10/06/2021,500,515,475,15,2021-09-10,0.0005,not_requested,0.0
751,BoringStone Genesis Collection,0,1,0,0,0,0,0,0,0,10000,3000.0,0.012,6145.0,806.0,False,10/01/2021,100,81,145,6,2021-10-05,7.911739999999988,not_requested,207.0
752,Born Soldiers,0,0,0,0,0,0,0,1,0,450,156.0,0.01,5926.0,578.0,False,10/14/2021,38,28,41,26,2021-12-17,0.4255,not_requested,193.0
753,Borpacasso,0,1,0,0,0,0,0,0,0,2300,1200.0,0.099,6787.0,35.0,False,08/28/2021,41,35,104,12,2021-09-10,8.423190999,verified,96.0
754,Borrowed Time,0,0,0,0,1,0,0,0,0,60,31.0,0.19,23519.0,1081.0,False,02/06/2013,929,29,5639,17,2021-08-10,1.3299999999999998,not_requested,0.0
755,Boss Beauties,0,1,0,0,0,0,0,0,0,10000,4700.0,0.405,28811.0,1755.0,False,08/02/2021,143,65,691,30,2021-09-24,1690.2248939050305,verified,212.0
756,Boss Llamas,0,1,0,0,0,0,0,0,0,100,85.0,4.15,23456.0,1036.0,False,09/10/2021,473,452,858,57,2021-10-08,71.6969,approved,245.0
757,Botzy Punks,1,0,0,0,0,0,0,0,0,96,33.0,0.019,996.0,70.0,False,11/05/2021,9,9,21,3,2021-11-11,0.8660000000000003,not_requested,37.0
758,Bounce/Bounce,1,0,0,0,0,0,0,0,0,10,2.0,0.005,433.0,715.0,False,07/27/2021,40,2,37,3,2021-08-01,0.005,not_requested,20.0
759,BowerBird Collective,1,0,0,0,0,0,0,0,0,1100,190.0,0.014,2045.0,3.0,False,10/19/2021,132,71,186,9,2021-12-08,0.2975,not_requested,291.0
760,BoxGallery,1,0,0,0,0,0,0,0,0,53,8.0,0.003,641.0,561.0,False,10/06/2021,1,1,4,1,2021-10-17,0.0115,not_requested,0.0
761,BoxHead City Rabbits,1,0,0,0,0,0,0,0,0,501,19.0,0.002,410.0,914.0,False,01/27/2021,3,3,4,0,2021-10-04,0.003,not_requested,98.0
762,Boxer Dogs in Style,1,0,0,0,0,0,0,0,0,14,4.0,0.004,47.0,194.0,False,10/18/2021,1,1,5,1,2021-10-17,0.013,not_requested,0.0
763,Boxoos,0,1,0,0,0,0,0,0,0,5,2.0,0.03,960.0,761.0,False,07/25/2010,20,18,124,5,2021-09-30,0.07,not_requested,0.0
764,Brain Dead Zombies,0,0,0,0,0,0,0,1,0,51,7.0,0.003,334.0,274.0,False,05/04/2021,3,6,10,1,2021-11-18,0.009,not_requested,0.0
765,Bratz Gang,1,0,0,0,0,0,0,0,0,9,2.0,0.008,1077.0,1223.0,False,06/16/2019,8,6,26,0,2021-11-15,0.008,not_requested,37.0
766,Brava NFT,0,1,0,0,0,0,0,0,0,282,138.0,0.05,1431.0,1449.0,False,09/25/2021,14,11,30,4,2021-11-22,0.15,not_requested,288.0
767,Brave Series Universe,0,1,0,0,0,0,0,0,0,558,392.0,0.3,1233.0,142.0,False,10/06/2021,17,5,21,8,2021-11-02,11.276200000000005,not_requested,32.0
768,Brave Slimes,0,1,0,0,0,0,0,0,0,1000,55.0,0.006,2167.0,308.0,False,12/01/2021,801,772,784,17,2021-12-07,1.2629498139999995,not_requested,112.0
769,Brave dog,0,1,0,0,0,0,0,0,0,18,10.0,0.009,984.0,817.0,False,08/14/2021,1,2,3,0,2021-11-20,0.0689999999999999,not_requested,0.0
770,Bread Heads,0,1,0,0,0,0,0,0,0,500,247.0,0.022,764.0,1037.0,False,09/06/2021,8,4,28,2,2021-09-20,0.2145099999999999,approved,194.0
771,BreakingThroughTheMultiverse,1,0,0,0,0,0,0,0,0,29,12.0,0.005,43.0,45.0,False,10/26/2021,8,4,24,2,2021-08-04,0.01,not_requested,0.0
772,Breathings,1,0,0,0,0,0,0,0,0,98,17.0,0.06,234.0,510.0,False,02/09/2009,3,2,11,2,2021-08-31,0.12,not_requested,171.0
773,Bret Blackberg,0,1,0,0,0,0,0,0,0,27,16.0,0.01,1583.0,1251.0,False,05/29/2021,5,9,18,2,2021-08-19,0.1,not_requested,61.0
774,Brian Romero: Remixes,1,0,0,0,0,0,0,0,0,8,35.0,0.15,5437.0,1083.0,False,01/02/2009,17,16,136,10,2021-07-07,0.33,not_requested,0.0
775,BrickHeads,1,0,0,0,0,0,0,0,0,130,65.0,0.002,1120.0,160.0,False,12/10/2021,18,11,83,4,2021-03-15,0.2490000000000001,not_requested,0.0
776,Bridge Mutual,0,0,0,0,0,0,0,1,0,4,63.0,0.4,45572.0,157.0,False,08/11/2011,39,41,138,20,2021-07-24,0.2,not_requested,0.0
777,Bright Darkness by Michael B. Stuart,0,0,0,0,1,0,0,0,0,16,8.0,0.15,3399.0,1704.0,False,04/08/2009,2,5,11,1,2021-08-09,0.4499999999999999,not_requested,0.0
778,Bright Lights and Colours,1,0,0,0,0,0,0,0,0,9,6.0,0.02,3296.0,1900.0,False,09/09/2021,9,14,42,1,2021-09-08,0.06,not_requested,4.0
779,Broccoli Club,0,1,0,0,0,0,0,0,0,825,51.0,0.002,417.0,383.0,False,12/12/2021,26,27,32,4,2021-12-08,0.05702,not_requested,211.0
780,Broke Life Club,0,1,0,0,0,0,0,0,0,32,2.0,0.008,88.0,0.0,False,11/27/2021,6,6,12,7,2021-11-24,0.008,not_requested,126.0
781,BrokeBoyz,1,0,0,0,0,0,0,0,0,6300,1900.0,0.019,7691.0,126.0,False,09/10/2021,42,21,82,9,2021-10-17,17.051945999999994,not_requested,711.0
782,Broken-Minds,0,1,0,0,0,0,0,0,0,103,37.0,0.3,945.0,435.0,False,08/29/2021,24,11,58,7,2021-10-14,1.21702732025539,not_requested,300.0
783,Brood Punks,0,0,0,0,0,0,0,1,0,15,10.0,0.02,660.0,1738.0,False,05/27/2021,26,26,31,2,2021-05-31,0.05,not_requested,37.0
784,Brooky Zombies,0,1,0,0,0,0,0,0,0,270,32.0,0.01,1272.0,4442.0,False,07/20/2021,2,2,10,3,2021-07-08,0.01,not_requested,0.0
785,Brotchain,1,0,0,0,0,0,0,0,0,506,349.0,1.4,4475.0,7.0,False,07/28/2021,22,34,123,7,2021-08-21,22.341,verified,127.0
786,Brothers Of Gaia,0,1,0,0,0,0,0,0,0,2,12.0,4.795,40.0,564.0,False,03/13/2021,0,3,2,0,2021-08-24,0.0144,not_requested,0.0
787,BruceTheGoose Digital Art - ERC1155,1,0,0,0,0,0,0,0,0,30,115.0,0.001,11794.0,7774.0,False,02/23/2020,5,11,27,2,2020-06-21,0.003,approved,56.0
788,BruceTheGoose Fine Digital Art,1,0,0,0,0,0,0,0,0,58,37.0,0.035,11794.0,7774.0,False,02/23/2020,5,11,27,2,2020-04-07,0.2,approved,53.0
789,Bruno Bamma x Skyscapes,1,0,0,0,0,0,0,0,0,5,3.0,0.2,1441.0,833.0,False,11/28/2013,7,11,45,1,2021-10-26,0.6000000000000001,not_requested,0.0
790,Brush Strokes by 0xCulture,1,0,0,0,0,0,0,0,0,1100,666.0,0.047,2125.0,300.0,False,09/24/2021,10,9,56,3,2021-10-14,0.7746999999000003,not_requested,1011.0
791,Bryan Brinkman,1,0,0,0,0,0,0,0,0,350,65.0,0.5,46739.0,9575.0,True,01/09/2009,108,171,2250,16,2020-10-28,1.75,verified,0.0
792,Bryson DeChambeau Limited Edition NFTs,0,1,0,0,0,0,0,0,0,10,9.0,4.0,296299.0,305.0,True,08/27/2015,2951,1347,28521,1607,2021-03-18,1.8,verified,9.0
793,Bubble Budz,0,1,0,0,0,0,0,0,0,100,31.0,0.99,3437.0,119.0,False,09/01/2021,109,106,120,10,2021-08-31,2.98,approved,111.0
794,Bubble FlokiPups,0,1,0,0,0,0,0,0,0,16,7.0,0.1,4636.0,17.0,False,09/13/2021,189,250,261,15,2021-09-23,0.1,not_requested,0.0
795,Bubble Tea,0,1,0,0,0,0,0,0,0,103,36.0,0.01,507.0,477.0,False,03/10/2021,6,6,16,1,2021-03-12,0.01,not_requested,33.0
796,Bubblegum Kids,0,1,0,0,0,0,0,0,0,10000,3500.0,0.179,14636.0,326.0,False,09/04/2021,129,170,403,12,2021-09-29,447.5117613018098,verified,135.0
797,Bubbler Symbiotic Collabs,0,0,0,0,0,0,0,1,0,93,87.0,0.14,1128.0,49.0,False,08/07/2021,184,75,249,37,2021-12-05,0.61,not_requested,5.0
798,Buck Breaking,1,0,0,0,0,0,0,0,0,29,11.0,0.4,278949.0,526.0,True,10/24/2008,1043,256,1956,107,2021-12-14,2.342222222,not_requested,0.0
799,Bud Head Hood,0,1,0,0,0,0,0,0,0,1000,13.0,0.001,351.0,86.0,False,11/06/2021,35,30,52,4,2021-11-13,0.0129,requested,82.0
800,BudgetPunks,0,1,0,0,0,0,0,0,0,101,119.0,0.001,16.0,13.0,False,10/25/2021,1,9,9,1,2021-10-31,0.7336847200000189,not_requested,88.0
801,Budverse Cans - Heritage Edition,0,1,0,0,0,0,0,0,0,1900,1200.0,0.649,234794.0,196.0,True,10/09/2012,72,202,304,32,2021-11-29,267.6446488799999,verified,138.0
802,"Budyz Collection: Bitcoin Budyz, Polydoge Budyz, & Titan Budyz",1,0,0,0,0,0,0,0,0,130,484.0,0.001,1256.0,815.0,False,06/27/2014,12,7,30,2,2021-08-22,0.04135,approved,10.0
803,Bufalo NFT Releases,1,0,0,0,0,0,0,0,0,41,6.0,0.05,1396.0,772.0,False,12/16/2018,147,141,166,7,2021-10-14,0.41,not_requested,3.0
804,Bug Court,1,0,0,0,0,0,0,0,0,50,34.0,0.07,133.0,291.0,False,06/07/2014,2,2,12,1,2021-09-23,0.49,not_requested,1.0
805,Bull Market Girlfriends,1,0,0,0,0,0,0,0,0,173,127.0,2.788,18077.0,536.0,False,08/24/2021,2,1,7,1,2021-08-23,25.61099999999999,verified,379.0
806,Bull Market Girlfriends - Editions & Collabs,1,0,0,0,0,0,0,0,0,28,352.0,0.035,3471.0,332.0,False,07/15/2021,1,1,2,1,2021-09-24,26.51765999999996,approved,7.0
807,Bull Tang Clan V1,1,0,0,0,0,0,0,0,0,556,186.0,0.04,4124.0,608.0,False,06/29/2021,347,365,378,9,2021-12-11,1.152,not_requested,151.0
808,Bullish Llama,0,1,0,0,0,0,0,0,0,3700,1600.0,0.001,6722.0,508.0,False,01/10/2021,261,80,190,37,2021-09-28,0.1784,not_requested,194.0
809,Bullish Mastiffs,0,1,0,0,0,0,0,0,0,365,12.0,0.055,459.0,1423.0,False,09/25/2021,0,1,3,0,2021-11-08,0.4184,not_requested,0.0
810,Bullrun Babes,0,1,0,0,0,0,1,0,0,2700,929.0,0.002,3182.0,25.0,False,11/23/2020,9,9,41,4,2021-02-16,4.904749999999996,verified,7.0
811,BullsOnTheBlock,0,1,0,0,0,0,0,0,0,10000,1700.0,0.087,30373.0,397.0,False,06/10/2021,221,219,314,11,2021-06-27,17.156536706900265,verified,284.0
812,BullsOnTheBlock Evo,0,1,0,0,0,0,0,0,0,5900,1800.0,0.07,30373.0,397.0,False,06/10/2021,221,219,314,11,2021-10-15,15.944370502515396,not_requested,189.0
813,BullsOnTheBlock Exclusives,0,1,0,0,0,0,0,0,0,12,2500.0,0.002,30373.0,397.0,False,06/10/2021,221,219,314,11,2021-10-11,0.045,not_requested,0.0
814,Bullshit NFT,0,1,0,0,0,0,0,0,0,100,11.0,0.064,7190.0,682.0,False,10/20/2021,31,488,317,1,2021-11-19,1.8560000000000008,not_requested,0.0
815,Bully Bashers,0,1,0,0,0,0,0,0,0,50,15.0,0.03,1681.0,634.0,False,12/05/2020,4,5,17,1,2021-10-11,0.03,not_requested,75.0
816,BunnyBit,1,0,0,0,0,0,0,0,0,31,3.0,0.009,975.0,1043.0,False,10/07/2021,42,42,47,2,2021-11-07,0.018,not_requested,0.0
817,Burli Jazzy Series,1,0,0,0,0,0,0,0,0,3,2.0,0.7,318.0,273.0,False,10/20/2021,1,4,7,0,2021-10-27,1.0,not_requested,3.0
818,Burnt Matchstick,0,0,0,0,1,0,0,0,0,45,5.0,0.3,3402.0,1281.0,False,11/01/2017,3,15,46,3,2021-12-15,2.4000000000000004,not_requested,14.0
819,Burtonesques,0,1,0,0,0,0,0,0,0,70,28.0,0.015,1907.0,1366.0,False,08/16/2021,46,12,66,2,2021-08-14,0.135,not_requested,0.0
820,Bushido Apes,0,1,0,0,0,0,0,0,0,215,397.0,0.03,3127.0,818.0,False,06/11/2021,4,2,15,1,2021-06-17,4.875687500000001,approved,43.0
